9774,0
21126,1
19189,0
17018,0
9150,0
7080,1
23426,0
12162,0
34045,0
35411,0
35563,0
18924,0
26740,0
38720,1
23417,0
23811,1
21430,1
16954,1
21842,1
4669,0
35756,1
321,1
15521,0
19000,1
15956,0
23300,0
30727,0
7010,0
46698,0
11048,0
28322,0
26934,0
25429,0
3383,1
10959,0
17239,0
1944,0
19557,0
30670,0
27404,1
25490,0
35347,0
33906,1
8610,0
22522,0
9248,0
28254,0
2140,0
24499,0
7027,0
37619,0
31856,0
20840,0
23779,1
21115,0
7223,1
30510,0
25002,0
35711,0
17398,0
36007,0
42882,1
38824,0
14857,0
1530,1
17455,1
24937,0
2929,1
5799,0
28700,0
39266,0
11204,0
46163,0
6754,1
28550,0
11272,0
34343,0
40261,0
12902,0
19168,1
7305,1
15885,0
46936,0
43763,1
37142,0
10368,0
5358,1
15433,0
41467,0
31233,1
10320,1
29973,0
37918,0
33553,0
16839,0
33019,0
3618,0
7834,0
14513,0
27893,0
30132,0
9807,0
14861,0
15200,0
19214,0
39721,0
13681,0
41128,0
16483,0
5994,0
30996,1
40099,0
39347,0
16124,0
27673,1
22772,0
13985,1
27501,0
36165,0
4108,0
19536,0
11405,1
29046,0
22235,0
12903,0
22632,1
4061,0
18729,0
21632,0
298,0
14720,0
387,0
40426,0
20212,1
2097,1
35536,1
30737,0
3751,0
39612,0
12839,0
5627,0
19414,1
35859,0
6281,1
24007,0
17192,1
45413,0
2493,0
7317,0
28300,1
24637,0
16957,1
2498,0
9733,0
24681,1
16620,0
25514,0
14651,1
30371,1
22022,0
37625,0
32554,0
1338,0
32647,0
9113,0
29089,0
16617,1
37370,1
12528,0
44967,0
4072,0
13522,1
29847,0
29445,1
37013,1
25621,1
37557,0
38804,0
23026,0
44964,0
9633,0
11626,0
22294,0
19217,0
16921,0
10064,1
17687,0
25383,1
25944,0
44719,1
4916,0
23045,0
10546,0
35644,0
33322,1
15466,1
3126,0
10552,0
39610,0
26003,1
35276,0
45199,1
23558,0
33354,0
34465,0
40018,0
40235,0
32386,0
11567,0
7173,0
22853,0
9016,0
380,1
7713,1
12188,0
30769,1
13993,0
26263,0
10747,0
41917,0
9125,0
39766,0
27583,0
4443,0
6875,0
6095,1
25800,0
25948,0
12954,0
46845,0
33801,0
37644,1
11355,0
19211,1
46221,0
31808,0
21898,0
8186,0
33206,0
12052,0
36733,0
45762,1
41622,0
3289,0
37181,0
43431,1
46487,0
30813,0
22714,0
24056,1
26321,0
5407,1
3316,0
22198,1
34308,0
42338,1
26046,1
9152,1
5739,1
6071,0
34224,0
11462,0
30312,0
46372,1
37088,1
46467,0
42189,0
31325,1
4459,0
12986,0
45405,1
36355,1
31593,0
9328,0
8355,0
16703,0
5491,0
21985,1
4705,0
6343,0
19303,1
1610,0
19240,0
23060,1
21593,0
38057,1
6463,0
27648,0
31859,0
35556,1
32480,1
2210,0
27705,0
9954,1
7792,0
14594,0
46145,1
29136,0
26082,1
38772,1
8978,0
31651,0
20745,0
27338,0
24025,0
45279,0
43964,1
20775,0
34163,0
34451,1
6058,0
33345,0
42326,0
21186,0
26136,0
13623,0
34146,0
3661,0
24613,0
38114,0
18806,1
42744,0
19890,0
26959,1
20892,1
19998,0
37077,0
44884,0
23514,0
3998,0
6219,0
9974,0
29151,0
35900,1
26450,0
5814,0
27841,0
21156,0
34687,0
26533,0
7218,1
13931,0
38054,0
23715,1
34777,0
7542,1
14223,1
46525,0
44635,0
35799,1
12107,0
46620,0
9056,0
21954,0
2697,1
31050,0
9382,0
27113,0
