81,0
915,1
1018,0
380,1
1029,1
1688,1
84,0
1677,1
329,0
6,1
745,1
1553,1
914,0
873,1
451,1
490,0
1480,0
287,0
948,1
1985,1
1368,0
1146,0
705,1
1726,0
1701,1
1628,0
1599,1
1538,0
1405,0
1650,1
327,1
442,1
774,1
1087,0
1220,1
1635,0
177,0
1322,0
704,0
86,1
1883,0
1947,1
457,0
1828,1
54,0
1501,1
643,0
677,0
221,0
113,1
982,0
1228,0
999,1
174,1
781,1
589,0
1559,0
18,1
423,1
1343,1
285,0
1583,0
428,0
1509,0
1318,1
669,1
31,1
940,1
722,1
994,0
214,1
813,0
326,1
560,1
1112,1
700,0
1578,1
1189,1
341,1
629,1
147,1
1309,1
360,1
83,0
48,0
468,0
155,0
772,1
1239,0
1200,0
1402,1
1202,0
1630,0
500,1
1764,0
179,1
1047,0
1755,0
950,0
1316,0
1619,0
528,1
346,1
1387,0
1960,0
1050,0
1972,1
1441,1
601,0
1281,0
243,0
1336,0
1067,0
1475,1
312,0
435,0
1898,1
1328,0
308,1
430,0
660,1
370,0
566,0
979,0
181,1
1362,1
621,0
818,1
1192,0
952,1
1421,0
1840,0
922,1
1073,1
296,0
966,1
461,0
1302,1
1176,0
377,0
798,0
1102,1
105,1
126,1
1995,1
838,1
355,0
1616,1
682,0
812,0
1680,1
209,1
1492,0
140,1
1974,0
1339,1
1797,1
1574,1
1181,0
1393,1
1815,0
711,1
1793,0
892,0
859,1
10,0
1694,0
1427,0
282,1
810,0
1341,0
291,0
754,0
626,0
943,1
861,0
129,0
1175,0
323,0
1090,1
843,1
963,1
1864,1
865,0
921,1
695,0
215,1
1780,1
1261,1
158,1
1058,0
988,0
841,0
634,1
516,0
1428,0
1747,0
597,0
195,0
1783,1
869,1
410,1
96,0
1000,0
1505,0
156,1
419,0
1802,0
477,1
1855,1
668,0
1417,0
1871,0
1299,0
447,0
553,1
178,0
390,1
578,0
1477,1
1706,1
1287,0
1644,1
1023,0
820,0
1824,0
984,0
1338,1
664,1
142,1
1516,0
1429,0
864,1
421,1
636,0
1406,1
799,0
1403,1
615,1
294,1
923,0
1268,0
1902,0
88,1
41,0
1801,1
1933,0
131,1
1001,1
1157,1
1094,0
1854,1
1344,0
1498,1
164,1
724,1
290,1
1208,1
1588,0
1896,1
1641,1
1361,1
778,1
839,1
348,1
1944,0
571,0
917,0
976,1
1913,1
1468,0
1591,0
1317,0
1844,1
136,0
458,0
375,1
1342,0
333,1
1159,1
1760,1
1457,0
816,1
1114,0
1005,0
1856,0
1954,0
1850,1
910,1
1929,0
1125,0
328,1
1247,0
318,1
1689,0
1358,1
1732,0
167,1
12,1
1926,0
171,0
649,1
1061,1
260,0
1366,1
1548,1
901,0
672,0
258,1
844,0
867,0
1799,0
138,1
893,1
1837,1
549,0
319,0
1526,0
1805,1
1177,1
558,1
139,0
1734,0
531,1
224,0
723,0
786,0
1717,0
1007,0
409,0
325,0
1765,1
299,1
1262,0
1945,0
25,0
1858,0
714,0
1009,1
193,1
440,0
573,1
946,1
997,0
503,0
605,0
1716,1
1163,1
1786,1
846,0
3,0
1286,0
1222,1
467,1
321,0
5,0
222,0
1374,1
547,0
228,0
39,0
542,0
242,1
898,1
1133,1
1448,1
1868,1
842,0
1418,1
1653,0
1969,1
661,0
1210,0
314,1
691,0
1503,1
424,0
594,0
1963,0
622,1
1170,1
1043,1
227,1
1117,0
1331,1
1315,0
66,1
24,1
144,0
536,1
811,0
1466,1
85,0
1660,0
1645,1
1804,0
1817,1
1576,1
1144,1
362,0
1611,1
1865,0
1026,0
1030,0
1303,0
1355,0
1730,0
665,1
364,0
77,0
27,0
1436,1
525,1
1834,0
55,1
638,0
302,0
718,1
624,1
7,1
803,0
1049,1
336,1
47,1
1763,0
106,1
349,0
1079,1
238,0
213,1
1775,0
1138,0
793,0
1586,1
1582,1
1671,1
523,1
232,1
644,1
1507,1
533,0
1941,0
603,0
1329,0
1074,0
1304,1
60,1
1263,0
92,1
666,0
280,0
1113,0
359,0
1128,1
1169,1
847,0
1521,1
110,0
42,0
125,0
204,0
52,1
545,1
68,1
1740,1
1547,0
183,0
137,1
899,1
796,0
132,1
80,1
1986,1
1540,1
541,0
1668,0
983,1
165,1
248,0
446,1
1514,0
858,1
1211,0
97,0
1973,0
737,0
1255,0
102,1
434,0
74,0
1791,0
1234,0
918,1
1711,1
1670,0
1620,1
762,0
989,1
388,0
235,0
1506,0
267,1
1187,0
117,0
1606,1
673,1
249,1
1452,0
1994,1
94,0
33,0
1463,0
1667,0
448,1
716,1
1809,1
1517,1
0,1
1375,1
1101,0
1108,0
1226,0
82,1
1288,0
676,1
1920,0
1046,0
770,0
1946,1
1280,1
1580,0
1488,1
404,1
1727,0
1298,1
1340,0
104,0
688,1
1305,0
826,0
62,0
852,0
1353,0
223,1
145,0
1088,0
373,0
1420,1
1142,1
1826,1
1494,1
1601,1
1270,0
9,1
449,0
708,1
255,0
882,1
389,0
908,0
924,1
1703,1
1232,0
460,0
1269,0
1759,1
1168,1
958,0
501,1
739,1
1849,0
868,1
731,0
539,0
1201,0
697,1
1392,0
1376,0
1145,1
1031,1
372,0
667,0
1525,1
357,0
967,1
783,0
735,1
1035,1
970,0
1524,1
1486,0
1523,1
1490,0
1642,0
1252,0
1693,0
1749,0
1236,0
885,1
79,1
1172,1
814,0
1285,1
671,0
1531,0
57,1
133,1
1140,0
933,0
1684,0
823,1
1214,1
504,1
1774,1
347,1
386,0
1024,0
894,0
828,0
1892,1
475,0
1470,1
1447,0
1581,1
652,1
172,0
1149,1
38,1
713,0
90,0
1936,0
1205,0
875,0
1351,0
1889,1
1093,1
1155,1
1781,0
1958,0
499,0
338,1
1188,0
28,0
1217,0
1399,1
1820,1
945,0
169,0
1404,1
1197,1
1253,0
1613,0
912,1
491,0
953,0
1097,1
1032,0
587,1
750,0
657,1
234,1
732,1
1988,1
1632,0
1156,0
1469,0
1424,1
1627,0
934,1
1209,0
1065,1
108,1
1542,1
568,1
1167,1
1174,1
890,0
947,0
1048,0
1352,1
1777,1
1446,1
884,1
1672,1
850,0
734,0
717,1
454,1
264,1
75,0
1657,0
444,0
395,0
176,1
1042,0
1735,0
1401,1
1380,1
595,0
61,1
1296,1
872,0
1489,1
1878,0
278,0
36,1
1975,1
662,1
1953,1
1444,0
977,0
1571,0
738,0
191,1
919,0
456,0
675,0
760,0
1807,0
1602,0
728,0
412,1
1098,1
825,0
1639,0
616,0
114,0
417,0
1910,1
969,0
604,0
1918,1
89,0
848,1
1519,1
1917,0
753,1
498,0
1276,1
1325,1
11,0
396,0
284,1
1066,0
1191,1
1744,0
690,0
1752,0
1875,0
689,1
851,0
159,1
895,1
1575,1
257,1
335,1
1879,1
1039,0
515,0
1348,1
1015,0
768,0
1746,0
761,1
1246,0
1203,0
1467,0
1983,1
521,1
22,1
356,0
1277,0
1312,1
1682,1
340,1
431,1
473,1
217,1
911,0
1227,1
1596,0
1011,1
1949,1
93,1
1008,1
1070,1
1092,0
1914,0
1308,1
696,0
1827,0
996,1
153,1
1099,1
1718,1
1997,1
789,1
580,0
703,1
1212,0
1295,1
1665,0
1260,1
